RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31
102001,0,United States,country,,0.9794818658649831,0.9827236451320505,0.9855630044189828,0.9874320234408387,0.9874507236555994,0.9859696007517819,0.9832934392939907,0.9808169569426735,0.978956594992249,0.9774065385819554,0.9755494854962419,0.9749301904884096,0.975967985042317,0.9788590335960702,0.9817297792339742,0.9837834490296672,0.9847006615124131,0.984074488655418,0.9825542141341339,0.9808383461390436,0.9796484186102509,0.978599840642091,0.9771838216620496,0.9768215767981797,0.9785771117221899,0.981816601247567,0.9835253323467578,0.9841946657913955,0.9853213510955853,0.9879026781549257,0.9903787950758088,0.9918766214785322,0.9928452430442355,0.9928117325876151,0.9922263475516685,0.9923941365478163,0.9954798661988962,1.0020675858180548,1.0100427105981813,1.017069108271778,1.0203870850510963,1.0192455361225479,1.0146108953646056,1.0094797242832418,1.0059353756246212,1.0039960830447605,1.0026000259464298,1.0038946718569082,1.0095231118681802,1.0183688588049145,1.025435077135514,1.0265115939061606,1.020841078674519,1.0108910507677107,1.0005897567449562,0.9928734890859042,0.9877313601014883,0.9836491569395206
394913,1,"New York, NY",msa,NY,0.9759325025111916,0.9779922848171835,0.9805094247528284,0.9820684999416137,0.983364393559741,0.9850863071581367,0.9843991799869487,0.9823285914958264,0.9793627926207709,0.9782047866417262,0.9762486282159282,0.9766871598592061,0.9766326656598445,0.9772920790242635,0.9778134454746773,0.9789158760844754,0.9808969017023683,0.9812540965862159,0.9802819354355924,0.9788341200075298,0.9772122100412185,0.9763731488414172,0.9752706675919637,0.9745376784959733,0.9746106535514106,0.9771191909683109,0.9795206724736797,0.9814518167605265,0.9821113155813554,0.985976920203676,0.9907286940781314,0.995163951625014,0.9970758309510291,0.9974105803285598,0.9973666237617979,0.9955901080077556,0.9940672365800758,0.9944843171357749,0.9980499228018601,1.0046272883097416,1.0108241338562958,1.0146364237586492,1.014250526193693,1.011581058787656,1.009087406890175,1.0068615551986093,1.005445407850077,1.004372869905849,1.0057681835884933,1.0110395088385833,1.0193975779669466,1.0286603413127604,1.033086146640802,1.03140376448031,1.0236771912190166,1.0142980713881433,1.0066777686884603,1.001095475219908
753899,2,"Los Angeles, CA",msa,CA,0.9989070729477388,1.0017297354945516,1.0032934055515483,1.0034134200967857,1.002264994476209,1.000866692810802,0.9982190529321012,0.9961357916823207,0.993387350388152,0.9914450340395309,0.988752111854064,0.9879281386112129,0.9882597448868194,0.9907238822778349,0.9928739399323745,0.9947291936253961,0.9953366664769558,0.9948972817110789,0.9941549753609258,0.9937559631420404,0.9939011844545229,0.9935319284467887,0.9927326935753085,0.9936435839254295,0.9968883499156993,1.0001924104710118,0.9990286819940968,0.9959516281026438,0.9952200378123446,0.9980868339090417,1.0024903751891234,1.0056895508562314,1.008266905004518,1.0095720005414102,1.0100123781419088,1.0110771419110336,1.015379178451037,1.0228580435312236,1.0308497178254383,1.0367367243678562,1.039271200783361,1.0385580215637076,1.0345550547710223,1.0307071794760034,1.0292441383779423,1.0302154928366714,1.031299612388077,1.0372718658287743,1.046878698528076,1.0581440058232061,1.0608430625532346,1.0540980396097204,1.0386609577308838,1.0212346359000914,1.0073365831000138,0.9996844501992501,0.9948483518486206,0.9910658563487152
394463,3,"Chicago, IL",msa,IL,0.9693946317390733,0.9725221446471011,0.9760981852435808,0.9783184945580908,0.9791446811880506,0.9783033589245055,0.9764177140521996,0.9742280627604541,0.9722982939551125,0.9699932465612843,0.9682552950932929,0.9680133635813434,0.9705354065346543,0.9736629750372421,0.9762238251601327,0.9771950709236141,0.9772644623598464,0.9767514170343445,0.9757700658326639,0.9740558069968851,0.9724056438904732,0.9711039208705464,0.9699598051221444,0.968731940193346,0.9693945047823878,0.971926086975137,0.975044367327861,0.9757457785041858,0.9769555010017642,0.978362239719579,0.9809053595165059,0.9818429697113825,0.982558741426656,0.9828414144358337,0.9823329439903027,0.981982010268685,0.9828135938296926,0.9867280851327488,0.9925551989604187,0.9991614071442171,1.003711789108818,1.0047348614225045,1.0022292541070217,0.9975403176216687,0.9936546730830508,0.9913059196114057,0.9897651323558448,0.9892469176805588,0.9916968639119991,0.998917225945383,1.0073048887867555,1.0128342795355307,1.0125440176919218,1.0073120853768864,0.9994563157325659,0.9920040670156441,0.9867321101398104,0.9832037327281676
394514,4,"Dallas, TX",msa,TX,0.9861430794507599,0.9894169113065224,0.9918800091282042,0.9929749363083324,0.992106872250635,0.9898903965045855,0.9878047723998581,0.9855902454422377,0.9841155747047914,0.9820345476959269,0.9802556101552361,0.9794932090357601,0.980710993764191,0.982812270869906,0.9849127625962985,0.986167673658707,0.9864103008244877,0.9858977946059313,0.9842734497131107,0.9826744408455205,0.9814416145807475,0.9805828707261407,0.980222738030036,0.9802248613487463,0.9820357866154891,0.9840514419573294,0.9851884738707067,0.9858753570957757,0.9870767376233607,0.9888589960687403,0.9906255185120655,0.9916441708370519,0.9922957878030662,0.992243748947056,0.992572309715882,0.9945274396982184,0.9998869362655274,,,,,1.0342188243321484,1.0276761575687794,1.0203768219288005,1.016424576862036,1.0154337752462237,1.0163068819602616,1.0210828472428295,1.0325699580156877,1.0466750847978414,1.056152819670986,1.0530528145551665,1.0394660644178406,1.0198690907160637,1.0024774399953038,0.9908865665094476,0.9849825170743868,0.9803700142703234
394692,5,"Houston, TX",msa,TX,0.9683599199101199,0.970670537504636,0.972844963733858,0.97502657967623,0.9758126605927155,0.9754815744089426,0.9745784966654766,0.9725412172149753,0.9710884191654149,0.9705058128632027,0.9695081184877926,0.9695121835618145,0.9697357758913566,0.972240135562191,0.9748134034503182,0.9767871481329274,0.9773597457431831,0.9763513125864627,0.9746841190725709,0.9734190758348492,0.9732899077893394,0.973043630059184,0.9722021349657567,0.9715138378405834,0.9728466762692288,0.9752648374749716,0.9765343614022387,0.9769690444372431,0.9777640698279297,0.9794095427096599,0.9807571910492426,0.9810635848454482,0.981665397792439,0.9812767020270159,0.9810949740978089,0.9813142531788022,0.984086676822355,0.9888606153283136,0.9951947998455779,1.0013856760452426,1.0056094817503898,1.005376329534726,1.0015773830061085,0.9972674178270967,0.994327963257069,0.9933830370788322,0.9933038568429783,0.9948597971923879,0.9991783870430332,1.005279660303535,1.0114069023975,1.0128202185265305,1.0091942241042533,1.000678849518968,0.9909901061068226,0.9831206649023496,0.9775368627325928,0.9747251151630797
395209,6,"Washington, DC",msa,VA,0.9895845385236618,0.9937194626578097,0.9956593197772321,0.9969679641459925,0.9960543039818265,0.9944350960269631,0.9927353568545644,0.9919902879237702,0.9911777490068517,0.9906047500958725,0.9889884319174813,0.988732474198586,0.9900328293061106,0.9928234874943507,0.9955586492670024,0.9964084720698723,0.9961744250977356,0.9943656079467315,0.993133913267732,0.9925719324816896,0.9925592104565705,0.9920449596668508,0.9907452757840778,0.9908532418159511,0.9935700137793125,0.9969129417480233,0.9982527035874568,0.9979563957540621,0.998409856563824,1.0002823207059084,1.001964359198965,1.003766777747942,1.0050453552109448,1.0056631599581383,1.0055219128175192,1.0065902503954167,1.011482320516849,1.01844648453361,1.0262734375068463,1.0299121689298574,1.0285859035091938,1.0227089033347554,1.0154168387612115,1.01014088716834,1.0071796201179533,1.005995027175451,1.005290762220704,1.008775821732269,1.017219124896031,1.0283351345737866,1.0347614448352873,1.0324081023527867,1.0230892419058757,1.0116546205705543,1.0028737367152418,0.9984487661071514,0.9957499773634385,0.9938428932713332
394856,7,"Miami, FL",msa,FL,0.9578583953245193,0.9588303305750392,0.9590859820655893,0.9600698269633634,0.9600575745334933,0.9608061504794784,0.96115484257398,0.960491939005252,0.9599949343958629,0.9597110670039188,0.9592270155632189,0.9584241640616842,0.9576874298197936,0.9580328585629699,0.9588050392436189,0.9600844489935199,0.961341592053714,0.9622608720148689,0.9619593854314782,0.961614574947253,0.9612292509948143,0.9610349015500149,0.9601834454921122,0.9595213881062378,0.9598532590424241,0.961150035838244,0.9603521554650759,0.9595044261166862,0.9599565725623352,0.9619427653368566,0.9638941136348183,0.9643592892388505,0.9656912168230983,0.9661156197242599,0.9661649074873456,0.9655474463134489,0.9664791917360902,0.9688735482372971,0.9724022566767462,0.9763162795298519,0.9802895190452995,0.9826806680311754,0.9832243772670962,0.9825379710792959,0.9816454928243051,0.9814854797247939,0.9813127399740033,0.9823757372243968,0.9861323171847783,0.9913524815592792,0.9964760158588529,0.9977678925533224,0.9952848959225097,0.9897851664455545,0.9828525696939688,0.9768731552256661,0.971365856162223,0.9680923934631368
394974,8,"Philadelphia, PA",msa,PA,0.974096247458259,0.9750820955403383,0.9777430410380225,0.9811542982883403,0.9826986038250594,0.9824722918950584,0.980945168568729,0.9799323185976867,0.9786112776469725,0.9765326191276645,0.9741741014576428,0.9721262086644509,0.9719834943216884,0.9735271839824134,0.9770948904885781,0.9806042874500868,0.9827941318558236,0.982421216740687,0.9808094081723691,0.9791482445463288,0.9787952404721691,0.9782438638341479,0.9762949884745774,0.9750273596369495,0.9761974435189943,0.9794453921983216,0.9816313638492118,0.9816768819533591,0.983020264562482,0.9857345537929544,0.9896313705301837,0.9921700334132769,0.9936674508019893,0.9941293541551167,0.9932493861031119,0.9921761125681106,0.9922330691122765,0.9960752408589104,1.002273823362831,1.0088782343355562,1.0142161566846142,1.0161481091406233,1.0143871384549004,1.0093012815334108,1.0039156853911626,1.0013060520944763,0.9991149608046649,0.99894310017563,0.9998482347700216,1.007192410799028,1.0166264660487465,1.0256080190654384,1.0266506452362134,1.0212614420621133,1.0122306599675703,1.0043591680971495,0.9988787604370079,0.9940676349413157
394347,9,"Atlanta, GA",msa,GA,0.9794216742966123,0.9825367833789523,0.9857309313404707,0.9871561803316986,0.9870865401534091,0.9851291897380167,0.9840496807396528,0.9818325280900996,0.9807370892570018,0.9789797128081986,0.9780270595880823,0.9780852335700033,0.9792458213292652,0.9815118220029415,0.9834085085965297,0.9846806060598167,0.9850120213886795,0.9846030067900534,0.9836320776768374,0.9822331658902598,0.9815197702427696,0.981101728663471,0.9798941250013774,0.9803059515811108,0.9816850336506234,0.9846550743629588,0.9856602850536779,0.985817165474362,0.986881802133186,0.9878494385946075,0.9898099174872241,0.9908300507425821,0.9919834872856031,0.9923277901860779,0.9920760886182772,0.9936336606282996,0.9968313295109748,1.003116144238012,1.0092235299771355,1.014951940656737,1.0177166122490602,1.0174694502055708,1.0143872553347115,1.0107756813556148,1.0092270926238018,1.008861102936592,1.0083481137299708,1.0090451046532207,1.013471965527266,1.0214833625580442,1.0283936270652099,1.0295758432286772,1.023496349831618,1.0122770223540078,1.0007287689273914,0.9922322864556982,0.9866261798436285,0.9829403253719308
